NAME,ASINS,TIME,RATING,URL,REVIEW_SUMMARY,FULL_REVIEW
Venus,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFT2KPCHRQZFTQ6GYX7ROUYBYGOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Affordable cell phone under 20k,Quality is good with decent performance in camera and battery. Weight is bit heavy.
akshay more,B0C7C1DRK5,Reviewed in India on 8 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHZJF4KEO6OURLWRLYW4P5SENMGA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Too good for 15000 Price Point,"The phone meets all the expectations for the 15k price point, the display is top notch and also there is no lag in performance.The photo quality is also good."
sher singh,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGHD6XGOUFJEEHSP3FARIUKWM5NA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Samsung M34,Photo quality of back camera not good in might. Otherwise good phone.
balasubramanian,B0C7C1DRK5,Reviewed in India on 12 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGM6W6BM6CSAGDF7FO6AD3DXU2XA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,VOLUME OF THE PHONE IS LOW,PHONE VOLUME IS VERY LOW AND ONLY ON SPEAKER ONE CAN TALK
Sourika,B0C7C1DRK5,Reviewed in India on 18 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AEYH2KFPRBJSWO7NSYUFNLJLDLJQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,This problem,প্রোডাক্ট ভালো সবই ঠিক আছে শুধু ব্যাটারি এই জিনিসটা দেখাচ্ছে এটা যদি ফিক্স করতে পারেন অনেক ভালো হয়।
Placeholder,B0C7C1DRK5,Reviewed in India on 21 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHGPPTMZJTI46SBUEBS2XVY524NQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Display is brilliant,Easy to use nice multimedia product speaker is mono but loud and clear overall nice one
Avinash,B0C7C1DRK5,Reviewed in India on 9 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGLBIET632QXQYZNATMTMG4V4ZOQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Nice budget phone,All good in price of 14k but thephone camera was still not good but sound quality 9/10
Amazon Customer,B0C7C1DRK5,Reviewed in India on 14 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE6KRI7M4EJMV35Z6QGLD3DDJXZQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Overall this is good product.,Heating issue appear in this phone. Night camera is not good.
Chakravarthi G,B0C7C1DRK5,Reviewed in India on 31 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGPHUGTQD47GUB5PECEV5RJCQD2A/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for money,I have recieved the package in good condition and on time delivery. I have bought this for its camera and image processing especially to shoot youtube videos. Videos are in decent quality. I'm okay with it. Good to go with this in this price range.
Deepak gupta,B0C7C1DRK5,Reviewed in India on 16 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFTAADYKQJWVPIKZIBREJZLRZEGQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Superb phone for normal use not for heavy use,Screen is super and camera also...no lagging i purchase 6gb+128gb variant
kiran,B0C7C1DRK5,Reviewed in India on 7 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFOZJGSEXH2I3IM5FSPLH2V26WNQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good entry level phone,"Bought this phone for my Mom, Good battery life, ample screen size and camera quality.
since it has 5g support and amoled display price point is also good"
Dharmesh,B0C7C1DRK5,Reviewed in India on 30 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHWHX44YERMFYI6G3YMWGAF4HHPA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Battery backup not good,Battery is draining fast. It is not seems like 6000 mah power feels like 4000 around. It should last minimum 2 days after moderate use bcz amoled displays consume less power than IPS display. My 2 year old moto g51 5000 mah still gives more backup than m34 6000 mah .i m very disappointed from battery backup.rest all is good
sanjeev sarkar,B0C7C1DRK5,Reviewed in India on 3 September 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHKCSKJDO6A2QAE2D7DEWGV2FQHQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Compact phone with all the essential features merged with reasonable priced.,"Reason behind to choose samsung phones is the display and the camera which is always be at par with other brands ..... As per the price and the brands it's never dissapoint you.only cons is the u dope notch.and the charger is not in the box. Else everything is perfect 6000mh massive battery and super amoled display 120hz refresh rate, tested Exynos 1280 SoC,chipset which offers you major 4 updates ,if you are heavy gamer,then these will not for you. For normal gamming it's been quite study .camera is upto the mark.with ..
And moreover it's a made in India product..not such typical chines phones.....connectivity and performance of 5g bands are decent. Exynos 1280 SoC, chipset for havy tasking might get heating issue..Hopefully upcoming updates may resolved such issues...otherwise it's a capable processor."
Biswa ranjan,B0C7C1DRK5,Reviewed in India on 26 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFWIA3LWHH2FD7I7UI57ZIABBH2Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,After 3 weeks review.,"Phone is quite good. It was for normal usage only not for high-end usage 6000 mah Battery can last upto 2 -3 days depends on your usage.and design and in hand feel of phone was good and easy to hold and light weight. My Overall Experience was good till now let's see what happens in coming year.

Review by Biswa Ranjan
(Amazon prime customer)"
Placeholder,B0C7C1DRK5,Reviewed in India on 18 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHOPJVBIOACBW7WQRQCVVWQYWIJA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Value for money.,No doubt.Mobile Bahot Achha Hai.Lekin Update ke baad mere mobile me.camera ka setting nahi khul raha.I hope ki next update me ye problem solve ho Jaye.Baki mujhe koi bhi major hitting ya lagging ka issue nahi Hai.Overall main happy hu is mobile se.
T.T.K.PRASAD,B0C7C1DRK5,Reviewed in India on 15 November 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGEG6BF6ZIHHBVZOEBQLNTYSLLYA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Satisfied,Camera not upto mark size ok speed ok charging ok memory ok
tony,B0C7C1DRK5,Reviewed in India on 24 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFKAFWHW2KWXL6IKFFAUOYFAFYBQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Brilliant,Its good i being using it from last 1 month .... economical with the best possible features
Nawaj,B0C7C1DRK5,Reviewed in India on 16 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AGSPOCLVWQRNU2CZ42TOOE6IYKAA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Good but not best,"* Display is good. No doubt about it, but on YouTube it can play only 1080p video, not even my YouTube premium 1080p enhanced bitrate video. So, I'm having clarity issue on YouTube.
* Don't have wifi 6, which is a con.
* Doesn't support VoNR, which is also a con.
* Doesn't has charger in the box and neither stereo speaker.
* I don't play games, so performance is good for me.
* Side mounted fingerprint, which works properly, and it justified in this price point.
* Camera is good.
* Overall you're paying some extra for Samsung brand value."
Yash Gaikwad,B0C7C1DRK5,Reviewed in India on 14 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AE2YJDDVE52LCMIAXG55CHCEDCXA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,overall good phone but it have sometime heating issue also battery drain issue,if you want top notch security then blindly go for this device camera is good samsung have good cameras display is soo good at this point as a super amolead display 5g network is also good itt have 12 5g bands although is have 5nm based processer it have heating issue and battery drain issue i got it at 14499 it was good * camera 4/5 *display 5/5 *battery 3/5 *price 4/5
Kalaiarasan,B0C7C1DRK5,Reviewed in India on 22 October 2023,3.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AFBDM7IYUWIYDYIR2UBRVGZQ7UDA/ref=cm_cr_getr_d_gw_btm?ie=UTF8,Excellent mobile 📱 👌,"M34 mobile phone is really Great 👍. I bought for 15999. Display Great. Features superb. Dont read reviews it will confuse us. Because individual share their own experience only. But one think, Don't put exchange or sbi card 1000 offer. They definitely cheat us. Go for cash on delivery or 0% EMI. On 8th of october I ordered M34 with exchange redmi 9 for 2950 and sbi card 1000 offer. M34 at only Rs.12049+129 for pick up charge. But the delivery person couldn't delivered it. He gave one ring missed call at 10 pm and put attempted in delivery status on oct 12 and oct 14 also. I complaint for more than 10 times but I didn't receive that product. Then I go for fresh buying with bajaj EMI card and got it for 15999 this is my experience. But Mobile is superb 👌."
Varun,B0C7C1DRK5,Reviewed in India on 17 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHP6J3LTJJEXI73P3XDZQOUENO6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,If you are looking for a phone with good display and good battery backup go for it.,"The phone is very awesome. It has a very crisp 120 hz super amoled display which pops every content that you watch in this mobile. The battery backup was not that great for 6000 mah( maybe because 5g consumes more battery than in a 4g network) , for me it would give only one day of backup after heavily using it. The charging speed is also very great. Charges 1 to 100 in less than a hour. The processesor is not meant for gaming and gets a little heatted up while multitasking. Faced network issue once in a week but not very often but if you face this issue you can just change network mode.( because its common in 5g phones)."
Vikash Sharma,B0C7C1DRK5,Reviewed in India on 25 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AH5E6BGXV2XPCUKHJGNN7F7H7T6Q/ref=cm_cr_getr_d_gw_btm?ie=UTF8,5G on Jio,"Phone and features are great and with superb battery backup.

However, I ran into issue with 5G on Jio. It is not connecting with Jio's 5G network.

Jio mentions that this device is 5G ready on their website and app, but doesn't send 5G welcome kit. Their contact center said that this model doesn't show up in their list, hence they cannot send welcome kit.

I am using 8GB RAM, 256GB variant."
prashanth,B0C7C1DRK5,Reviewed in India on 27 October 2023,4.0 out of 5 stars,https://www.amazon.in/gp/profile/amzn1.account.AHTWUMO7Q6NMPGMXTKWA2N25EVCQ/ref=cm_cr_getr_d_gw_btm?ie=UTF8,"Problem with msg app setting, provider says Handset defect.","Except for a Technical or Software error the Phone was Good & Delivered Well,
I had Spoken to Couple of Sevice Executives & Explained the Problem, I could not Pursue the issue due to lack of time,
I'm using my old phone, I probably will have to Service/ Repair the Phone using the Guarantee option."
